Customer_Id,Product_Id,Transaction Type,Category,Amount (In Dollars),Purchase_Date,Payment Mode,Merchant Name,Location,Transaction Status,Tax Amount,Discount Applied,Transaction Approval Status,Customer Segment
4470,283,Expansion Loan,International Business Trip,6253710,09/02/2024,Wire Transfer,Miller-Wells,"Lake Kevinberg, Nigeria",Pending,625371,312685.5,Pending,Corporate
4471,238,BNPL Purchase,Vanguard,5250670,12/09/2023,Debit Card,Wilson-Graham,"North Carlytown, Luxembourg",Approved,525067,262533.5,Approved,Corporate
4472,284,Travel Booking,Equity,2316009,12/22/2024,Business Loan,"Parrish, Parsons and Wilkins","Laurachester, Israel",Pending,231600.9,0,Pending,Corporate
4473,266,Flight Booking,International Business Trip,9803501,12/19/2024,Debit Card,Allen Ltd,"East Crystalview, Jordan",Processing,980350.1,0,Pending,Enterprise
4474,267,Cloud Services Fees,Costco,7744447,05/20/2023,Corporate Card,Becker and Sons,"Christianside, Lebanon",Processing,774444.7,0,Pending,Enterprise
4475,293,Research & Development,AI-Powered Personalization,8638669,03/23/2024,Credit Card,Moore-Rogers,"Port Oliviaberg, Tuvalu",Approved,863866.9,0,Approved,Enterprise
4476,282,Mortgage Payment,Car Loan,9054943,07/29/2024,Corporate Card,"Vasquez, Hayes and Mora","Kelliburgh, Libyan Arab Jamahiriya",Pending,905494.3,0,Pending,Individual
4477,281,Technology Investment,New Flagship Store,6436025,01/18/2024,Net Banking,Perkins LLC,"North Julianberg, Guadeloupe",Processing,643602.5,321801.25,Pending,Corporate
4478,288,Fabric Procurement,Car Loan,9091509,03/09/2024,Chase Sapphire Travel Card,"Garrett, Thornton and Smith","Lake Markshire, Yemen",In Progress,909150.9,0,Pending,Individual
4479,286,IRA Contribution,AI-Powered E-commerce Platform,1016509,05/16/2024,Corporate Card,Fritz-Rojas,"Hollowayport, Israel",Completed,101650.9,0,Approved,Enterprise
4480,255,Expansion Loan,Home Loan Repayment,6225659,09/25/2023,Affirm,Clayton-Petersen,"North Sharon, Belarus",Pending,622565.9,0,Pending,Corporate
4481,208,Loan EMI,Organic Seeds and Materials,4529346,04/18/2023,Amex Platinum,"Bowen, Allen and Thomas","West Austinshire, Congo",In Progress,452934.6,0,Pending,Individual
4482,246,Research & Development,Hedge Fund,8684676,06/18/2023,Business Loan,Wagner Group,"Trevorhaven, Malaysia",Completed,868467.6,434233.8,Approved,Individual
4483,249,Fabric Procurement,Car Loan,3867449,04/22/2023,Credit Card,"Miller, Fowler and Hammond","Philipbury, Albania",In Progress,386744.9,0,Pending,Corporate
4484,277,Travel Booking,Home Loan Repayment,976154,07/11/2023,Chase Sapphire Travel Card,Robertson Group,"New Rachelfurt, Senegal",Approved,97615.4,0,Approved,Small Business
4485,298,Stock Investment,Home Loan Repayment,9994649,05/03/2024,Bank Wire,Jimenez-Shah,"North Dennis, Sierra Leone",Completed,999464.9,0,Approved,Small Business
4486,238,Travel Booking,New Flagship Stores,214739,12/20/2024,Wire Transfer,Butler-Bailey,"Tinamouth, Saint Lucia",Pending,21473.9,0,Pending,Enterprise
4487,249,Technology Investment,Hedge Fund,6259549,02/22/2025,Business Loan,Blackwell Inc,"East Jonathan, Bolivia",Processing,625954.9,0,Pending,Individual
4488,238,Stock Investment,New Flagship Store,9898436,01/05/2024,Credit Card,Berry Ltd,"Lake Benjamin, Zimbabwe",Processing,989843.6,0,Pending,Individual
4489,250,Travel Booking,Vanguard,4397893,11/08/2023,Affirm,Jones Ltd,"Port Erictown, Papua New Guinea",In Progress,439789.3,0,Pending,Corporate
4490,294,Fixed Deposit,AI-Powered Personalization,4830656,04/29/2024,Affirm,Adams-Lester,"Wintersland, Belize",Pending,483065.6,241532.8,Pending,Individual
4491,228,Travel Booking,Home Loan Repayment,7760639,09/24/2023,ACH Debit,Wagner-Murphy,"Conwayshire, Pitcairn Islands",In Progress,776063.9,0,Pending,Corporate
4492,270,Mortgage Payment,Vanguard,2931472,03/08/2025,Chase Sapphire Travel Card,Chandler and Sons,"Lake Melissaberg, Tokelau",Processing,293147.2,0,Pending,Corporate
4493,275,Grocery Shopping,AI-Powered Personalization,9070501,10/23/2023,Chase Sapphire Travel Card,Frazier-Webster,"Mccormickville, Albania",Approved,907050.1,0,Approved,Enterprise
4494,293,Mortgage Payment,PlayStation,5560859,06/05/2024,Corporate Card,Richardson LLC,"Johnsonberg, Turkey",Completed,556085.9,0,Approved,Corporate
4495,252,E-Commerce Tech Investment,Organic Seeds and Materials,9284196,08/17/2023,Affirm,"Woods, James and James","Garrettfort, Spain",In Progress,928419.6,0,Pending,Corporate
4496,272,Expansion Loan,Gucci,1739006,07/17/2024,Net Banking,Moran LLC,"Lake David, Benin",Processing,173900.6,0,Pending,Enterprise
4497,237,Flight Booking,Bank CD,2833018,08/14/2024,Corporate Card,"Strong, Romero and Hayes","Jessicamouth, Cambodia",Completed,283301.8,0,Approved,Individual
4498,203,Stock Investment,Car Loan,5307714,07/03/2023,Corporate Card,Ochoa PLC,"Aguilarberg, Qatar",Completed,530771.4,265385.7,Approved,Corporate
4499,218,IRA Contribution,International Business Trip,1942123,08/22/2024,Debit Card,Sanders Group,"Duanemouth, Mauritania",Approved,194212.3,0,Approved,Enterprise
4500,267,Stock Investment,Equity,6173245,05/22/2023,Corporate Card,Baker and Sons,"South Paulstad, New Caledonia",In Progress,617324.5,0,Pending,Enterprise
4001,260,Hotel Booking,Mutual Funds,36535,03/20/2025,Bank Transfer,Marriott Hotels,"Ellisburgh, Turks and Caicos Islands",Failed,<function <lambda> at 0x7ebcdf604c10>,<function <lambda> at 0x7ebcdf602370>,Pending,Corporate
4001,203,Hotel Booking,Supermarket,43814,03/20/2025,PayPal,Wells Fargo,"Ellisburgh, Turks and Caicos Islands",Pending,<function <lambda> at 0x7ebcdf6024b0>,<function <lambda> at 0x7ebcdf6051b0>,Approved,Corporate
4002,202,Hotel Booking,Mutual Funds,18268,03/20/2025,Credit Card,Mayo Clinic,"Kristinaside, Marshall Islands",Pending,<function <lambda> at 0x7ebcdf6052f0>,<function <lambda> at 0x7ebcdf605250>,Approved,Individual
4002,227,Healthcare Payment,Streaming Services,11218,03/20/2025,Bank Transfer,Mayo Clinic,"Kristinaside, Marshall Islands",Failed,<function <lambda> at 0x7ebcdf605390>,<function <lambda> at 0x7ebcdf605430>,Pending,Individual
4003,295,Grocery Shopping,Streaming Services,9715,03/20/2025,Credit Card,Marriott Hotels,"Port James, Lebanon",Approved,<function <lambda> at 0x7ebcdf605570>,<function <lambda> at 0x7ebcdf6054d0>,Pending,Individual
4003,252,Subscription Payment,Mortgage Payment,13834,03/20/2025,Crypto,Wells Fargo,"Port James, Lebanon",Approved,<function <lambda> at 0x7ebcdf605610>,<function <lambda> at 0x7ebcdf6056b0>,Pending,Individual
4004,206,Healthcare Payment,Mortgage Payment,49620,03/20/2025,Debit Card,Netflix,"Boyerstad, Sao Tome and Principe",Failed,<function <lambda> at 0x7ebcdf6057f0>,<function <lambda> at 0x7ebcdf605750>,Approved,Individual
4004,263,Stock Investment,Streaming Services,14931,03/20/2025,Credit Card,Marriott Hotels,"Boyerstad, Sao Tome and Principe",Completed,<function <lambda> at 0x7ebcdf605890>,<function <lambda> at 0x7ebcdf605930>,Pending,Individual
4005,215,Hotel Booking,Mortgage Payment,10363,03/20/2025,Credit Card,Walmart,"New Williamshire, Serbia",Completed,<function <lambda> at 0x7ebcdf605a70>,<function <lambda> at 0x7ebcdf6059d0>,Approved,Individual
4005,281,Online Purchase,Streaming Services,47953,03/20/2025,Debit Card,Walmart,"New Williamshire, Serbia",Failed,<function <lambda> at 0x7ebcdf605b10>,<function <lambda> at 0x7ebcdf605bb0>,Pending,Individual
4006,242,Stock Investment,Mutual Funds,5798,03/20/2025,Crypto,Netflix,"North Ricky, San Marino",Pending,<function <lambda> at 0x7ebcdf605cf0>,<function <lambda> at 0x7ebcdf605c50>,Pending,Corporate
4006,266,Online Purchase,Electronics,38928,03/20/2025,Credit Card,Netflix,"North Ricky, San Marino",Pending,<function <lambda> at 0x7ebcdf605d90>,<function <lambda> at 0x7ebcdf605e30>,Approved,Corporate
4007,231,Hotel Booking,Mortgage Payment,10162,03/20/2025,Bank Transfer,Marriott Hotels,"Port Samantha, Palau",Failed,<function <lambda> at 0x7ebcdf605f70>,<function <lambda> at 0x7ebcdf605ed0>,Approved,Corporate
4007,285,Online Purchase,Medical Bills,20115,03/20/2025,Debit Card,Marriott Hotels,"Port Samantha, Palau",Pending,<function <lambda> at 0x7ebcdf740010>,<function <lambda> at 0x7ebcdf7400b0>,Approved,Corporate
4008,272,Hotel Booking,Medical Bills,18646,03/20/2025,PayPal,Mayo Clinic,"Davisville, Tuvalu",Pending,<function <lambda> at 0x7ebcdf7401f0>,<function <lambda> at 0x7ebcdf740150>,Pending,Enterprise
4008,286,Stock Investment,Streaming Services,36764,03/20/2025,PayPal,Mayo Clinic,"Davisville, Tuvalu",Pending,<function <lambda> at 0x7ebcdf740290>,<function <lambda> at 0x7ebcdf740330>,Approved,Enterprise
4009,231,Grocery Shopping,Mutual Funds,8299,03/20/2025,Debit Card,E-Trade,"Roberttown, Kenya",Approved,<function <lambda> at 0x7ebcdf740470>,<function <lambda> at 0x7ebcdf7403d0>,Pending,Individual
4009,257,Grocery Shopping,Supermarket,21970,03/20/2025,PayPal,E-Trade,"Roberttown, Kenya",Failed,<function <lambda> at 0x7ebcdf740510>,<function <lambda> at 0x7ebcdf7405b0>,Pending,Individual
4010,203,Online Purchase,Streaming Services,2589,03/20/2025,Credit Card,Walmart,"Port Erneststad, Guyana",Pending,<function <lambda> at 0x7ebcdf7406f0>,<function <lambda> at 0x7ebcdf740650>,Pending,Small Business
4010,272,Subscription Payment,Medical Bills,5901,03/20/2025,Credit Card,Marriott Hotels,"Port Erneststad, Guyana",Pending,<function <lambda> at 0x7ebcdf740790>,<function <lambda> at 0x7ebcdf740830>,Pending,Small Business
4011,265,Grocery Shopping,Medical Bills,42472,03/20/2025,Bank Transfer,Marriott Hotels,"Simonfort, Botswana",Completed,<function <lambda> at 0x7ebcdf740970>,<function <lambda> at 0x7ebcdf7408d0>,Pending,Small Business
4011,244,Loan Repayment,Mortgage Payment,38764,03/20/2025,Debit Card,Mayo Clinic,"Simonfort, Botswana",Failed,<function <lambda> at 0x7ebcdf740a10>,<function <lambda> at 0x7ebcdf740ab0>,Pending,Small Business
4012,257,Grocery Shopping,Mortgage Payment,14344,03/20/2025,Bank Transfer,Wells Fargo,"Port Andrew, Afghanistan",Completed,<function <lambda> at 0x7ebcdf740bf0>,<function <lambda> at 0x7ebcdf740b50>,Approved,Corporate
4012,246,Hotel Booking,Electronics,2479,03/20/2025,Debit Card,Netflix,"Port Andrew, Afghanistan",Approved,<function <lambda> at 0x7ebcdf740c90>,<function <lambda> at 0x7ebcdf740d30>,Pending,Corporate
4013,281,Online Purchase,Medical Bills,41495,03/20/2025,Debit Card,Netflix,"Lake Summer, Saint Helena",Failed,<function <lambda> at 0x7ebcdf740e70>,<function <lambda> at 0x7ebcdf740dd0>,Pending,Corporate
4013,284,Healthcare Payment,Mutual Funds,9651,03/20/2025,Debit Card,E-Trade,"Lake Summer, Saint Helena",Completed,<function <lambda> at 0x7ebcdf740f10>,<function <lambda> at 0x7ebcdf740fb0>,Approved,Corporate
4014,241,Healthcare Payment,Mutual Funds,21243,03/20/2025,Crypto,Wells Fargo,"Paulaside, Estonia",Approved,<function <lambda> at 0x7ebcdf7410f0>,<function <lambda> at 0x7ebcdf741050>,Approved,Individual
4014,266,Healthcare Payment,Mortgage Payment,8725,03/20/2025,Crypto,E-Trade,"Paulaside, Estonia",Pending,<function <lambda> at 0x7ebcdf741190>,<function <lambda> at 0x7ebcdf741230>,Pending,Individual
4015,277,Online Purchase,Electronics,42925,03/20/2025,Credit Card,Wells Fargo,"Wilsonmouth, Bosnia and Herzegovina",Pending,<function <lambda> at 0x7ebcdf741370>,<function <lambda> at 0x7ebcdf7412d0>,Approved,Individual
4015,283,Online Purchase,Luxury Resorts,49821,03/20/2025,Debit Card,Wells Fargo,"Wilsonmouth, Bosnia and Herzegovina",Failed,<function <lambda> at 0x7ebcdf741410>,<function <lambda> at 0x7ebcdf7414b0>,Pending,Individual
4016,278,Stock Investment,Mortgage Payment,16649,03/20/2025,Credit Card,E-Trade,"Bentleystad, Namibia",Approved,<function <lambda> at 0x7ebcdf7415f0>,<function <lambda> at 0x7ebcdf741550>,Approved,Small Business
4016,219,Hotel Booking,Electronics,7989,03/20/2025,Credit Card,Mayo Clinic,"Bentleystad, Namibia",Completed,<function <lambda> at 0x7ebcdf741690>,<function <lambda> at 0x7ebcdf741730>,Pending,Small Business
4017,294,Loan Repayment,Mutual Funds,44909,03/20/2025,Crypto,Wells Fargo,"Barbarachester, Saint Vincent and the Grenadines",Pending,<function <lambda> at 0x7ebcdf741870>,<function <lambda> at 0x7ebcdf7417d0>,Approved,Individual
4017,239,Online Purchase,Supermarket,35829,03/20/2025,Bank Transfer,Marriott Hotels,"Barbarachester, Saint Vincent and the Grenadines",Pending,<function <lambda> at 0x7ebcdf741910>,<function <lambda> at 0x7ebcdf7419b0>,Pending,Individual
4018,277,Subscription Payment,Mutual Funds,27151,03/20/2025,Crypto,Mayo Clinic,"Grahambury, Niue",Approved,<function <lambda> at 0x7ebcdf741af0>,<function <lambda> at 0x7ebcdf741a50>,Approved,Enterprise
4018,206,Grocery Shopping,Streaming Services,16916,03/20/2025,Debit Card,Amazon,"Grahambury, Niue",Pending,<function <lambda> at 0x7ebcdf741b90>,<function <lambda> at 0x7ebcdf741c30>,Pending,Enterprise
4019,279,Stock Investment,Luxury Resorts,31871,03/20/2025,Crypto,E-Trade,"South Angelaburgh, Equatorial Guinea",Failed,<function <lambda> at 0x7ebcdf741d70>,<function <lambda> at 0x7ebcdf741cd0>,Pending,Individual
4019,281,Hotel Booking,Medical Bills,48405,03/20/2025,Bank Transfer,E-Trade,"South Angelaburgh, Equatorial Guinea",Approved,<function <lambda> at 0x7ebcdf741e10>,<function <lambda> at 0x7ebcdf741eb0>,Pending,Individual
4020,241,Online Purchase,Mortgage Payment,49188,03/20/2025,Credit Card,Amazon,"Bentonside, Armenia",Completed,<function <lambda> at 0x7ebcdf741ff0>,<function <lambda> at 0x7ebcdf741f50>,Pending,Corporate
4020,237,Healthcare Payment,Electronics,13059,03/20/2025,Bank Transfer,Walmart,"Bentonside, Armenia",Failed,<function <lambda> at 0x7ebcdf742090>,<function <lambda> at 0x7ebcdf742130>,Approved,Corporate
4021,210,Online Purchase,Mortgage Payment,3844,03/20/2025,Crypto,Walmart,"North David, Nauru",Pending,<function <lambda> at 0x7ebcdf742270>,<function <lambda> at 0x7ebcdf7421d0>,Approved,Small Business
4021,238,Loan Repayment,Streaming Services,36164,03/20/2025,Credit Card,E-Trade,"North David, Nauru",Completed,<function <lambda> at 0x7ebcdf742310>,<function <lambda> at 0x7ebcdf7423b0>,Pending,Small Business
4022,262,Subscription Payment,Mortgage Payment,28622,03/20/2025,Debit Card,Marriott Hotels,"Michaelfurt, Liberia",Pending,<function <lambda> at 0x7ebcdf7424f0>,<function <lambda> at 0x7ebcdf742450>,Pending,Individual
4022,234,Healthcare Payment,Supermarket,46597,03/20/2025,Bank Transfer,Netflix,"Michaelfurt, Liberia",Approved,<function <lambda> at 0x7ebcdf742590>,<function <lambda> at 0x7ebcdf742630>,Pending,Individual
4023,202,Stock Investment,Electronics,1397,03/20/2025,Debit Card,Wells Fargo,"East Deborah, Bhutan",Approved,<function <lambda> at 0x7ebcdf742770>,<function <lambda> at 0x7ebcdf7426d0>,Pending,Enterprise
4023,240,Grocery Shopping,Medical Bills,45215,03/20/2025,Crypto,Netflix,"East Deborah, Bhutan",Approved,<function <lambda> at 0x7ebcdf742810>,<function <lambda> at 0x7ebcdf7428b0>,Approved,Enterprise
4024,283,Healthcare Payment,Streaming Services,44814,03/20/2025,Bank Transfer,E-Trade,"Mitchellberg, Iraq",Completed,<function <lambda> at 0x7ebcdf7429f0>,<function <lambda> at 0x7ebcdf742950>,Approved,Corporate
4024,204,Subscription Payment,Streaming Services,32554,03/20/2025,Bank Transfer,E-Trade,"Mitchellberg, Iraq",Failed,<function <lambda> at 0x7ebcdf742a90>,<function <lambda> at 0x7ebcdf742b30>,Approved,Corporate
4025,215,Healthcare Payment,Luxury Resorts,36824,03/20/2025,PayPal,Walmart,"Isaiahberg, Mauritius",Failed,<function <lambda> at 0x7ebcdf742c70>,<function <lambda> at 0x7ebcdf742bd0>,Approved,Corporate
4025,252,Subscription Payment,Streaming Services,37510,03/20/2025,Bank Transfer,Mayo Clinic,"Isaiahberg, Mauritius",Completed,<function <lambda> at 0x7ebcdf742d10>,<function <lambda> at 0x7ebcdf742db0>,Pending,Corporate
4026,252,Loan Repayment,Supermarket,33047,03/20/2025,Bank Transfer,Wells Fargo,"Amyhaven, Lebanon",Failed,<function <lambda> at 0x7ebcdf742ef0>,<function <lambda> at 0x7ebcdf742e50>,Approved,Individual
4026,260,Hotel Booking,Mortgage Payment,6225,03/20/2025,PayPal,Mayo Clinic,"Amyhaven, Lebanon",Pending,<function <lambda> at 0x7ebcdf742f90>,<function <lambda> at 0x7ebcdf743030>,Approved,Individual
4027,249,Healthcare Payment,Medical Bills,13129,03/20/2025,Credit Card,Mayo Clinic,"Lake Steven, Croatia",Pending,<function <lambda> at 0x7ebcdf743170>,<function <lambda> at 0x7ebcdf7430d0>,Approved,Corporate
4027,255,Hotel Booking,Supermarket,31935,03/20/2025,Credit Card,Marriott Hotels,"Lake Steven, Croatia",Failed,<function <lambda> at 0x7ebcdf743210>,<function <lambda> at 0x7ebcdf7432b0>,Pending,Corporate
4028,296,Healthcare Payment,Mutual Funds,26610,03/20/2025,Bank Transfer,Netflix,"Marilynberg, Swaziland",Pending,<function <lambda> at 0x7ebcdf7433f0>,<function <lambda> at 0x7ebcdf743350>,Approved,Enterprise
4028,214,Grocery Shopping,Electronics,16770,03/20/2025,Crypto,E-Trade,"Marilynberg, Swaziland",Completed,<function <lambda> at 0x7ebcdf743490>,<function <lambda> at 0x7ebcdf743530>,Approved,Enterprise
4029,232,Hotel Booking,Mutual Funds,45076,03/20/2025,Credit Card,E-Trade,"Wisebury, Sweden",Approved,<function <lambda> at 0x7ebcdf743670>,<function <lambda> at 0x7ebcdf7435d0>,Approved,Enterprise
4029,243,Grocery Shopping,Luxury Resorts,42773,03/20/2025,Bank Transfer,Netflix,"Wisebury, Sweden",Approved,<function <lambda> at 0x7ebcdf743710>,<function <lambda> at 0x7ebcdf7437b0>,Approved,Enterprise
4030,263,Subscription Payment,Supermarket,4399,03/20/2025,Credit Card,Walmart,"Lake Jamesside, Sierra Leone",Approved,<function <lambda> at 0x7ebcdf7438f0>,<function <lambda> at 0x7ebcdf743850>,Approved,Individual
4030,255,Healthcare Payment,Mortgage Payment,30884,03/20/2025,Crypto,E-Trade,"Lake Jamesside, Sierra Leone",Failed,<function <lambda> at 0x7ebcdf743990>,<function <lambda> at 0x7ebcdf743a30>,Pending,Individual
4031,217,Healthcare Payment,Supermarket,19475,03/20/2025,Debit Card,Wells Fargo,"Port Curtismouth, Lebanon",Pending,<function <lambda> at 0x7ebcdf743b70>,<function <lambda> at 0x7ebcdf743ad0>,Approved,Enterprise
4031,233,Healthcare Payment,Mortgage Payment,10402,03/20/2025,Debit Card,Amazon,"Port Curtismouth, Lebanon",Failed,<function <lambda> at 0x7ebcdf743c10>,<function <lambda> at 0x7ebcdf743cb0>,Approved,Enterprise
4032,257,Online Purchase,Streaming Services,2530,03/20/2025,Credit Card,Walmart,"New John, American Samoa",Failed,<function <lambda> at 0x7ebcdf743df0>,<function <lambda> at 0x7ebcdf743d50>,Pending,Enterprise
4032,253,Subscription Payment,Luxury Resorts,35489,03/20/2025,Crypto,Walmart,"New John, American Samoa",Pending,<function <lambda> at 0x7ebcdf743e90>,<function <lambda> at 0x7ebcdf743f30>,Pending,Enterprise
4033,213,Hotel Booking,Streaming Services,13630,03/20/2025,Crypto,Amazon,"Lake Patriciaborough, Rwanda",Completed,<function <lambda> at 0x7ebcdf744070>,<function <lambda> at 0x7ebcdf743fd0>,Pending,Small Business
4033,207,Online Purchase,Electronics,35226,03/20/2025,Debit Card,Amazon,"Lake Patriciaborough, Rwanda",Completed,<function <lambda> at 0x7ebcdf744110>,<function <lambda> at 0x7ebcdf7441b0>,Approved,Small Business
4034,266,Healthcare Payment,Streaming Services,36625,03/20/2025,Debit Card,Netflix,"New Cameronberg, Spain",Approved,<function <lambda> at 0x7ebcdf7442f0>,<function <lambda> at 0x7ebcdf744250>,Pending,Individual
4034,205,Loan Repayment,Luxury Resorts,15269,03/20/2025,Crypto,Marriott Hotels,"New Cameronberg, Spain",Approved,<function <lambda> at 0x7ebcdf744390>,<function <lambda> at 0x7ebcdf744430>,Approved,Individual
4035,215,Stock Investment,Electronics,23212,03/20/2025,Crypto,Marriott Hotels,"Velezmouth, Canada",Pending,<function <lambda> at 0x7ebcdf744570>,<function <lambda> at 0x7ebcdf7444d0>,Approved,Enterprise
4035,261,Online Purchase,Electronics,2514,03/20/2025,Credit Card,E-Trade,"Velezmouth, Canada",Failed,<function <lambda> at 0x7ebcdf744610>,<function <lambda> at 0x7ebcdf7446b0>,Pending,Enterprise
4036,230,Online Purchase,Electronics,17391,03/20/2025,Crypto,Netflix,"Lambertburgh, Australia",Approved,<function <lambda> at 0x7ebcdf7447f0>,<function <lambda> at 0x7ebcdf744750>,Approved,Individual
4036,251,Grocery Shopping,Medical Bills,4904,03/20/2025,Bank Transfer,Wells Fargo,"Lambertburgh, Australia",Pending,<function <lambda> at 0x7ebcdf744890>,<function <lambda> at 0x7ebcdf744930>,Approved,Individual
4037,294,Subscription Payment,Mortgage Payment,21777,03/20/2025,Crypto,Mayo Clinic,"Port Troychester, Vietnam",Failed,<function <lambda> at 0x7ebcdf744a70>,<function <lambda> at 0x7ebcdf7449d0>,Pending,Individual
4037,239,Healthcare Payment,Electronics,26242,03/20/2025,Crypto,Marriott Hotels,"Port Troychester, Vietnam",Pending,<function <lambda> at 0x7ebcdf744b10>,<function <lambda> at 0x7ebcdf744bb0>,Pending,Individual
4038,256,Hotel Booking,Streaming Services,32986,03/20/2025,Debit Card,Netflix,"Port Dianetown, Romania",Failed,<function <lambda> at 0x7ebcdf744cf0>,<function <lambda> at 0x7ebcdf744c50>,Pending,Individual
4038,234,Loan Repayment,Supermarket,48477,03/20/2025,Debit Card,Netflix,"Port Dianetown, Romania",Pending,<function <lambda> at 0x7ebcdf744d90>,<function <lambda> at 0x7ebcdf744e30>,Pending,Individual
4039,232,Online Purchase,Electronics,10624,03/20/2025,Debit Card,Marriott Hotels,"Russelltown, Thailand",Failed,<function <lambda> at 0x7ebcdf744f70>,<function <lambda> at 0x7ebcdf744ed0>,Approved,Enterprise
4039,229,Online Purchase,Streaming Services,48035,03/20/2025,Bank Transfer,Mayo Clinic,"Russelltown, Thailand",Failed,<function <lambda> at 0x7ebcdf761010>,<function <lambda> at 0x7ebcdf7610b0>,Pending,Enterprise
4040,293,Online Purchase,Luxury Resorts,33809,03/20/2025,Bank Transfer,Wells Fargo,"South Adambury, Iceland",Approved,<function <lambda> at 0x7ebcdf7611f0>,<function <lambda> at 0x7ebcdf761150>,Approved,Corporate
4040,278,Hotel Booking,Streaming Services,4575,03/20/2025,Debit Card,Walmart,"South Adambury, Iceland",Pending,<function <lambda> at 0x7ebcdf761290>,<function <lambda> at 0x7ebcdf761330>,Pending,Corporate
4041,237,Stock Investment,Supermarket,15151,03/20/2025,Debit Card,Mayo Clinic,"West Danielle, Togo",Pending,<function <lambda> at 0x7ebcdf761470>,<function <lambda> at 0x7ebcdf7613d0>,Approved,Small Business
4041,201,Loan Repayment,Supermarket,11106,03/20/2025,PayPal,Netflix,"West Danielle, Togo",Failed,<function <lambda> at 0x7ebcdf761510>,<function <lambda> at 0x7ebcdf7615b0>,Approved,Small Business
4042,246,Stock Investment,Mutual Funds,48708,03/20/2025,Crypto,Marriott Hotels,"North Amanda, Reunion",Approved,<function <lambda> at 0x7ebcdf7616f0>,<function <lambda> at 0x7ebcdf761650>,Pending,Enterprise
4042,274,Hotel Booking,Streaming Services,49542,03/20/2025,Debit Card,Amazon,"North Amanda, Reunion",Completed,<function <lambda> at 0x7ebcdf761790>,<function <lambda> at 0x7ebcdf761830>,Approved,Enterprise
4043,253,Stock Investment,Supermarket,36187,03/20/2025,Debit Card,Mayo Clinic,"Blevinsside, Mongolia",Approved,<function <lambda> at 0x7ebcdf761970>,<function <lambda> at 0x7ebcdf7618d0>,Pending,Corporate
4043,202,Loan Repayment,Mortgage Payment,48890,03/20/2025,Debit Card,Walmart,"Blevinsside, Mongolia",Completed,<function <lambda> at 0x7ebcdf761a10>,<function <lambda> at 0x7ebcdf761ab0>,Approved,Corporate
4044,226,Online Purchase,Streaming Services,15059,03/20/2025,Debit Card,Amazon,"New Brianland, Slovenia",Pending,<function <lambda> at 0x7ebcdf761bf0>,<function <lambda> at 0x7ebcdf761b50>,Pending,Corporate
4044,250,Healthcare Payment,Supermarket,48143,03/20/2025,Credit Card,Mayo Clinic,"New Brianland, Slovenia",Completed,<function <lambda> at 0x7ebcdf761c90>,<function <lambda> at 0x7ebcdf761d30>,Approved,Corporate
4045,247,Grocery Shopping,Supermarket,18656,03/20/2025,PayPal,Netflix,"North Benjamin, Papua New Guinea",Approved,<function <lambda> at 0x7ebcdf761e70>,<function <lambda> at 0x7ebcdf761dd0>,Approved,Corporate
4045,278,Grocery Shopping,Electronics,9284,03/20/2025,Bank Transfer,Mayo Clinic,"North Benjamin, Papua New Guinea",Completed,<function <lambda> at 0x7ebcdf761f10>,<function <lambda> at 0x7ebcdf761fb0>,Pending,Corporate
4046,256,Healthcare Payment,Luxury Resorts,16969,03/20/2025,Crypto,Mayo Clinic,"Port Carolineland, Jersey",Completed,<function <lambda> at 0x7ebcdf7620f0>,<function <lambda> at 0x7ebcdf762050>,Approved,Corporate
4046,214,Grocery Shopping,Luxury Resorts,36367,03/20/2025,Crypto,E-Trade,"Port Carolineland, Jersey",Failed,<function <lambda> at 0x7ebcdf762190>,<function <lambda> at 0x7ebcdf762230>,Approved,Corporate
4047,276,Healthcare Payment,Medical Bills,14710,03/20/2025,Crypto,Marriott Hotels,"Lake David, Finland",Failed,<function <lambda> at 0x7ebcdf762370>,<function <lambda> at 0x7ebcdf7622d0>,Approved,Individual
4047,215,Healthcare Payment,Electronics,49389,03/20/2025,Credit Card,Marriott Hotels,"Lake David, Finland",Pending,<function <lambda> at 0x7ebcdf762410>,<function <lambda> at 0x7ebcdf7624b0>,Pending,Individual
4048,269,Hotel Booking,Medical Bills,24274,03/20/2025,Bank Transfer,Amazon,"Lake Marissaland, Macao",Failed,<function <lambda> at 0x7ebcdf7625f0>,<function <lambda> at 0x7ebcdf762550>,Pending,Small Business
4048,220,Grocery Shopping,Electronics,27381,03/20/2025,Crypto,Walmart,"Lake Marissaland, Macao",Completed,<function <lambda> at 0x7ebcdf762690>,<function <lambda> at 0x7ebcdf762730>,Approved,Small Business
4049,206,Online Purchase,Luxury Resorts,31210,03/20/2025,Crypto,E-Trade,"Port Ana, Liechtenstein",Approved,<function <lambda> at 0x7ebcdf762870>,<function <lambda> at 0x7ebcdf7627d0>,Approved,Individual
4049,203,Stock Investment,Electronics,42436,03/20/2025,Crypto,Netflix,"Port Ana, Liechtenstein",Failed,<function <lambda> at 0x7ebcdf762910>,<function <lambda> at 0x7ebcdf7629b0>,Approved,Individual
4050,227,Hotel Booking,Streaming Services,38895,03/20/2025,Bank Transfer,Wells Fargo,"Jonathanside, Denmark",Pending,<function <lambda> at 0x7ebcdf762af0>,<function <lambda> at 0x7ebcdf762a50>,Approved,Corporate
